airline,airline_code,year,month,total_flights,delayed_flights,avg_delay_mins,avg_arr_delay,carrier_delay,weather_delay,nas_delay,late_ac_delay,delay_rate
JetBlue Airways,B6,2019,4,2472,666,18.52,10.75364077669903,6.249595469255663,0.4320388349514563,5.333333333333333,9.280339805825243,0.26941747572815533
JetBlue Airways,B6,2019,5,2565,585,12.24,5.120857699805068,4.795321637426901,0.453411306042885,4.353606237816764,5.6343079922027295,0.22807017543859648
JetBlue Airways,B6,2019,6,2417,725,21.24,14.767480347538271,7.664460074472487,1.101365328920149,4.7352089366983865,9.799751758378155,0.2999586263963591
JetBlue Airways,B6,2019,7,2515,670,23.65,15.785288270377734,8.261232604373758,0.9216699801192842,6.087872763419483,10.642942345924453,0.2664015904572565
JetBlue Airways,B6,2019,8,2623,804,27.88,21.436523065192528,8.979794128860084,1.1768966831871903,6.49675943576058,13.483415935951202,0.30651925276401065
JetBlue Airways,B6,2019,9,2452,414,8.74,-0.13499184339314846,4.862153344208809,0.1203099510603589,2.285073409461664,5.1876019575856445,0.16884176182707994
JetBlue Airways,B6,2019,10,2509,496,8.75,2.1534475886807494,4.715025906735751,0.10761259465922679,3.41929055400558,3.9964129135113593,0.19768832204065365
JetBlue Airways,B6,2019,11,2532,509,7.9,2.524091627172196,4.558451816745656,0.11690363349131122,2.7946287519747237,3.881516587677725,0.2010268562401264
JetBlue Airways,B6,2019,12,2594,818,25.3,21.98804934464148,9.101387818041635,0.5381649961449498,6.775636083269083,12.48573631457209,0.315343099460293
JetBlue Airways,B6,2022,1,1963,604,22.05,17.998471726948548,12.046867040244523,0.7131940906775344,4.057564951604687,9.135506877228732,0.3076923076923077
JetBlue Airways,B6,2022,2,1992,697,26.6,20.571787148594378,12.58785140562249,0.6275100401606426,3.7630522088353415,11.320281124497992,0.3498995983935743
JetBlue Airways,B6,2022,3,2292,792,25.93,19.283595113438047,12.381326352530541,0.4720767888307155,4.303228621291448,9.862129144851657,0.34554973821989526
JetBlue Airways,B6,2022,4,2201,944,35.51,30.143116765106768,15.5765561108587,0.3084961381190368,4.775102226260791,15.064061790095412,0.42889595638346206
JetBlue Airways,B6,2022,5,2366,696,19.28,11.951817413355874,8.943364327979713,0.5659340659340659,3.775570583262891,6.835587489433643,0.294167371090448
JetBlue Airways,B6,2022,6,2050,752,30.35,25.322926829268294,12.705365853658536,0.713170731707317,7.840975609756097,10.76,0.3668292682926829
JetBlue Airways,B6,2022,7,2293,763,24.79,19.268207588312254,12.293938072394244,0.9646750981247274,4.541212385521152,8.626253815961622,0.3327518534670737
JetBlue Airways,B6,2022,8,2331,766,21.91,16.87816387816388,9.337194337194337,0.8271128271128271,5.271128271128271,8.55083655083655,0.3286143286143286
JetBlue Airways,B6,2022,9,2142,593,17.2,13.88422035480859,8.731559290382819,0.819327731092437,5.045284780578898,6.402427637721756,0.27684407096171804
JetBlue Airways,B6,2022,10,2303,593,14.32,11.82544507164568,7.8037342596613115,0.3860182370820669,4.396005210594876,5.411202778983934,0.25749023013460703
JetBlue Airways,B6,2022,11,2297,673,20.06,15.325642141924249,10.382237701349586,0.10753156290814106,3.144971702220287,8.733130169786678,0.2929908576404005
JetBlue Airways,B6,2022,12,2419,935,26.74,23.43571723852832,11.860686233980983,0.4344770566349731,4.385283174865647,11.484497726333196,0.3865233567589913
JetBlue Airways,B6,2023,1,2392,629,16.18,9.801839464882944,8.356605351170568,0.021321070234113712,4.323160535117057,6.924749163879599,0.2629598662207358
JetBlue Airways,B6,2023,2,2220,572,15.53,9.10135135135135,7.210360360360361,0.5486486486486486,3.5603603603603604,7.3297297297297295,0.25765765765765763
JetBlue Airways,B6,2023,3,2579,853,22.88,17.53043815432338,9.164404808065141,0.4284606436603335,4.281116711903839,10.81582008530438,0.33074835207444747
JetBlue Airways,B6,2023,4,2347,753,23.6,18.53685556028973,9.577332765232212,0.7925010651896037,4.766084363016617,10.433745206646783,0.32083510864933956
JetBlue Airways,B6,2023,5,2459,593,17.77,9.723871492476617,8.964619764131761,0.4920699471329809,2.142334282228548,7.997153314355429,0.24115494103294022
JetBlue Airways,B6,2023,6,2276,836,33.5,28.646748681898067,12.203866432337435,1.2728471001757469,6.475395430579965,15.76274165202109,0.36731107205623903
JetBlue Airways,B6,2023,7,2142,1001,46.49,43.358543417366946,16.336601307189543,2.4327731092436973,8.663865546218487,21.03174603174603,0.4673202614379085
JetBlue Airways,B6,2023,8,2291,814,28.87,23.198166739415104,12.729812309035356,0.4185945002182453,4.119598428633784,12.810999563509384,0.35530336097773896
Mesa Airlines Inc,YV,2019,1,1794,296,8.37,5.837235228539576,4.843924191750279,0.7335562987736901,2.112040133779264,4.615384615384615,0.16499442586399107
Mesa Airlines Inc,YV,2019,2,1545,307,11.87,11.286084142394822,5.73462783171521,1.4090614886731392,3.407766990291262,5.6058252427184465,0.19870550161812298
Mesa Airlines Inc,YV,2019,3,1909,297,10.63,8.132530120481928,5.993713986380304,1.031953902566789,1.7920377160817182,5.3719224724986905,0.15557883708748035
Mesa Airlines Inc,YV,2019,4,1768,285,8.85,6.263009049773756,3.5299773755656108,1.830316742081448,1.4423076923076923,6.0684389140271495,0.16119909502262444
Mesa Airlines Inc,YV,2019,5,1909,355,16.15,13.307490832896805,5.001047668936616,3.6605552645364066,2.9140911471974857,8.143530644316396,0.1859612362493452
Mesa Airlines Inc,YV,2019,6,1916,485,24.74,22.816283924843425,6.842901878914405,4.318371607515657,3.8997912317327765,12.914405010438413,0.2531315240083507
Mesa Airlines Inc,YV,2019,7,1944,395,15.48,12.292181069958847,6.2330246913580245,1.3266460905349795,3.086934156378601,7.838477366255144,0.20318930041152264
Mesa Airlines Inc,YV,2019,8,2042,453,17.38,13.474534769833497,6.7047012732615086,1.6508325171400589,2.8765915768854065,8.79480901077375,0.2218413320274241
Mesa Airlines Inc,YV,2019,9,1834,294,8.34,2.736641221374046,4.526172300981461,0.5752453653217012,1.3097055616139586,5.183751363140676,0.16030534351145037
